date,exchange_rate
2012-10-13,12.16
2012-10-14,12.1
2012-10-15,12.1
2012-10-16,12.1
2012-10-17,11.99
2012-10-18,11.99
2012-10-19,11.99
2012-10-20,11.94
2012-10-21,11.94
2012-10-22,11.94
2012-10-23,11.86
2012-10-24,11.86
2012-10-25,11.86
2012-10-26,11.56
2012-10-27,11.56
2012-10-28,10.69
2012-10-29,10.69
2012-10-30,10.69
2012-10-31,11.17
2012-11-01,11.17
2012-11-02,11.17
2012-11-03,10.62
2012-11-04,10.62
2012-11-05,10.62
2012-11-06,10.97
2012-11-07,10.97
2012-11-08,10.97
2012-11-09,11.04
2012-11-10,11.04
2012-11-11,11.04
2012-11-12,11.17
2012-11-13,11.17
2012-11-14,11.17
2012-11-15,11.28
2012-11-16,11.28
2012-11-17,11.28
2012-11-18,11.82
2012-11-19,11.82
2012-11-20,11.82
2012-11-21,11.9
2012-11-22,11.9
2012-11-23,11.9
2012-11-24,12.46
2012-11-25,12.46
2012-11-26,12.46
2012-11-27,12.5
2012-11-28,12.5
2012-11-29,12.5
2012-11-30,12.66
2012-12-01,12.66
2012-12-02,12.66
2012-12-03,12.75
2012-12-04,12.75
2012-12-05,12.75
2012-12-06,13.69
2012-12-07,13.69
2012-12-08,13.69
2012-12-09,13.53
2012-12-10,13.53
2012-12-11,13.53
2012-12-12,13.8
2012-12-13,13.8
2012-12-14,13.8
2012-12-15,13.75
2012-12-16,13.75
2012-12-17,13.75
2012-12-18,13.4
2012-12-19,13.4
2012-12-20,13.4
2012-12-21,13.63
2012-12-22,13.63
2012-12-23,13.63
2012-12-24,13.45
2012-12-25,13.45
2012-12-26,13.45
2012-12-27,13.51
2012-12-28,13.51
2012-12-29,13.51
2012-12-30,13.57
2012-12-31,13.57
2013-01-01,13.57
2013-01-02,13.42
2013-01-03,13.42
2013-01-04,13.42
2013-01-05,13.54
2013-01-06,13.54
2013-01-07,13.54
2013-01-08,13.84
2013-01-09,13.84
2013-01-10,13.84
2013-01-11,14.31
2013-01-12,14.31
2013-01-13,14.31
2013-01-14,14.34
2013-01-15,14.34
2013-01-16,14.34
2013-01-17,15.53
2013-01-18,15.53
2013-01-19,15.53
2013-01-20,16.15
2013-01-21,16.15
2013-01-22,16.15
2013-01-23,17.97
2013-01-24,17.97
2013-01-25,17.97
2013-01-26,17.71
2013-01-27,17.71
2013-01-28,17.71
2013-01-29,19.78
2013-01-30,19.78
2013-01-31,19.78
2013-02-01,21.25
2013-02-02,21.25
2013-02-03,21.25
2013-02-04,20.99
2013-02-05,20.99
2013-02-06,20.99
2013-02-07,22.15
2013-02-08,22.15
2013-02-09,22.15
2013-02-10,23.97
2013-02-11,23.97
2013-02-12,23.97
2013-02-13,24.3
2013-02-14,24.3
2013-02-15,24.3
2013-02-16,27.39
2013-02-17,27.39
2013-02-18,27.39
2013-02-19,29.48
2013-02-20,29.48
2013-02-21,29.48
2013-02-22,30.52
2013-02-23,30.52
2013-02-24,30.52
2013-02-25,30.4
2013-02-26,30.4
2013-02-27,30.4
2013-02-28,33.36
2013-03-01,33.36
2013-03-02,33.36
2013-03-03,34.25
2013-03-04,34.25
2013-03-05,34.25
2013-03-06,42
2013-03-07,42
2013-03-08,42
2013-03-09,46.93
2013-03-10,46.93
2013-03-11,46.93
2013-03-12,44.32
2013-03-13,44.32
2013-03-14,44.32
2013-03-15,46.9
2013-03-16,46.9
2013-03-17,46.9
2013-03-18,52.12
2013-03-19,52.12
2013-03-20,52.12
2013-03-21,70.25
2013-03-22,70.25
2013-03-23,70.25
2013-03-24,71.93
2013-03-25,71.93
2013-03-26,71.93
2013-03-27,88.8
2013-03-28,88.8
2013-03-29,88.8
2013-03-30,92.5
2013-03-31,92.5
2013-04-01,92.5
2013-04-02,92.5
2013-04-03,117.34
2013-04-04,117.34
2013-04-05,117.34
2013-04-06,142.1
2013-04-07,142.1
2013-04-08,142.1
2013-04-09,186.96
2013-04-10,186.96
2013-04-11,186.96
2013-04-12,124.9
2013-04-13,124.9
2013-04-14,124.9
2013-04-15,100
2013-04-16,100
2013-04-17,100
2013-04-18,93.9
2013-04-19,93.9
2013-04-20,93.9
2013-04-21,127.5
2013-04-22,127.5
2013-04-23,127.5
2013-04-24,142.5
2013-04-25,142.5
2013-04-26,142.5
2013-04-27,137
2013-04-28,137
2013-04-29,137
2013-04-30,144.54
2013-05-01,144.54
2013-05-02,144.54
2013-05-03,103.3
2013-05-04,103.3
2013-05-05,103.3
2013-05-06,115.98
2013-05-07,115.98
2013-05-08,115.98
2013-05-09,113.35
2013-05-10,113.35
2013-05-11,113.35
2013-05-12,115.68
2013-05-13,115.68
2013-05-14,115.68
2013-05-15,112
2013-05-16,112
2013-05-17,112
2013-05-18,123.32
2013-05-19,123.32
2013-05-20,123.32
2013-05-21,122.02
2013-05-22,122.02
2013-05-23,122.02
2013-05-24,126.7
2013-05-25,126.7
2013-05-26,126.7
2013-05-27,133.5
2013-05-28,133.5
2013-05-29,133.5
2013-05-30,132.3
2013-05-31,132.3
2013-06-01,132.3
2013-06-02,129.3
2013-06-03,129.3
2013-06-04,129.3
2013-06-05,121.42
2013-06-06,121.42
2013-06-07,121.42
2013-06-08,111.5
2013-06-09,111.5
2013-06-10,111.5
2013-06-11,106.1
2013-06-12,106.1
2013-06-13,106.1
2013-06-14,103.9
2013-06-15,103.9
2013-06-16,103.9
2013-06-17,99.9
2013-06-18,99.9
2013-06-19,99.9
2013-06-20,107.68
2013-06-21,107.68
2013-06-22,107.68
2013-06-23,108.35
2013-06-24,108.35
2013-06-25,108.35
2013-06-26,103.89
2013-06-27,103.89
2013-06-28,103.89
2013-06-29,94.65
2013-06-30,94.65
2013-07-01,94.65
2013-07-02,87
2013-07-03,87
2013-07-04,87
2013-07-05,80.04
2013-07-06,80.04
2013-07-07,80.04
2013-07-08,75
2013-07-09,75
2013-07-10,75
2013-07-11,87.9
2013-07-12,87.9
2013-07-13,87.9
2013-07-14,98
2013-07-15,98
2013-07-16,98
2013-07-17,97.05
2013-07-18,97.05
2013-07-19,97.05
2013-07-20,92
2013-07-21,92
2013-07-22,92
2013-07-23,91.99
2013-07-24,91.99
2013-07-25,91.99
2013-07-26,97
2013-07-27,97
2013-07-28,97
2013-07-29,98.7
2013-07-30,98.7
2013-07-31,98.7
2013-08-01,106.2
2013-08-02,106.2
2013-08-03,106.2
2013-08-04,104.95
2013-08-05,104.95
2013-08-06,104.95
2013-08-07,106.56
2013-08-08,106.56
2013-08-09,106.56
2013-08-10,102.8
2013-08-11,102.8
2013-08-12,102.8
2013-08-13,106.64
2013-08-14,106.64
2013-08-15,106.64
2013-08-16,98.08
2013-08-17,98.08
2013-08-18,98.08
2013-08-19,99.3
2013-08-20,99.3
2013-08-21,99.3
2013-08-22,110.43
2013-08-23,110.43
2013-08-24,110.43
2013-08-25,109.04
2013-08-26,109.04
2013-08-27,109.04
2013-08-28,117.72
2013-08-29,117.72
2013-08-30,117.72
2013-08-31,124.84
2013-09-01,124.84
2013-09-02,124.84
2013-09-03,130.09
2013-09-04,130.09
2013-09-05,130.09
2013-09-06,122.63
2013-09-07,122.63
2013-09-08,122.63
2013-09-09,118.18
2013-09-10,118.18
2013-09-11,118.18
2013-09-12,126.54
2013-09-13,126.54
2013-09-14,126.54
2013-09-15,124.05
2013-09-16,124.05
2013-09-17,124.05
2013-09-18,139.15
2013-09-19,139.15
2013-09-20,139.15
2013-09-21,123.04
2013-09-22,123.04
2013-09-23,123.04
2013-09-24,122.65
2013-09-25,122.65
2013-09-26,122.65
2013-09-27,124.65
2013-09-28,124.65
2013-09-29,124.65
2013-09-30,127.01
2013-10-01,127.01
2013-10-02,127.01
2013-10-03,103.85
2013-10-04,103.85
2013-10-05,103.85
2013-10-06,121.2
2013-10-07,121.2
2013-10-08,121.2
2013-10-09,124.12
2013-10-10,124.12
2013-10-11,124.12
2013-10-12,127.41
2013-10-13,127.41
2013-10-14,127.41
2013-10-15,135.17
2013-10-16,135.17
2013-10-17,135.17
2013-10-18,143.94
2013-10-19,143.94
2013-10-20,143.94
2013-10-21,186.12
2013-10-22,186.12
2013-10-23,186.12
2013-10-24,203.7
2013-10-25,203.7
2013-10-26,203.7
2013-10-27,179.56
2013-10-28,179.56
2013-10-29,216
2013-10-30,216
2013-10-31,216
2013-11-01,203
2013-11-02,203
2013-11-03,203
2013-11-04,229.95
2013-11-05,229.95
2013-11-06,229.95
2013-11-07,291.02
2013-11-08,291.02
2013-11-09,291.02
2013-11-10,328
2013-11-11,328
2013-11-12,328
2013-11-13,393
2013-11-14,393
2013-11-15,393
2013-11-16,437.24
2013-11-17,437.24
2013-11-18,437.24
2013-11-19,547
2013-11-20,547
2013-11-21,547
2013-11-22,795
2013-11-23,795
2013-11-24,795
2013-11-25,814.56
2013-11-26,814.56
2013-11-27,814.56
2013-11-28,1014.1
2013-11-29,1014.1
2013-11-30,1014.1
2013-12-01,955.01
2013-12-02,955.01
2013-12-03,955.01
2013-12-04,1136.9
2013-12-05,1136.9
2013-12-06,1136.9
2013-12-07,705.91
2013-12-08,705.91
2013-12-09,705.91
2013-12-10,978.76
2013-12-11,978.76
2013-12-12,978.76
2013-12-13,885
2013-12-14,885
2013-12-15,885
2013-12-16,690
2013-12-17,690
2013-12-18,690
2013-12-19,685.3
2013-12-20,685.3
2013-12-21,685.3
2013-12-22,614.11
2013-12-23,614.11
2013-12-24,614.11
2013-12-25,679.02
2013-12-26,679.02
2013-12-27,679.02
2013-12-28,715
2013-12-29,715
2013-12-30,715
2013-12-31,732
2014-01-01,732
2014-01-02,732
2014-01-03,807.39
2014-01-04,807.39
2014-01-05,807.39
2014-01-06,915.69
2014-01-07,915.69
2014-01-08,915.69
2014-01-09,826.28
2014-01-10,826.28
2014-01-11,826.28
2014-01-12,844.04
2014-01-13,844.04
2014-01-14,844.04
2014-01-15,841.83
2014-01-16,841.83
2014-01-17,841.83
2014-01-18,811.2
2014-01-19,811.2
2014-01-20,811.2
2014-01-21,824.78
2014-01-22,824.78
2014-01-23,824.78
2014-01-24,780.02
2014-01-25,780.02
2014-01-26,780.02
2014-01-27,747.57
2014-01-28,747.57
2014-01-29,747.57
2014-01-30,800
2014-01-31,800
2014-02-01,800
2014-02-02,814.34
2014-02-03,814.34
2014-02-04,814.34
2014-02-05,781
2014-02-06,781
2014-02-07,781
2014-02-08,680.8
2014-02-09,680.8
2014-02-10,680.8
2014-02-11,675.1
2014-02-12,675.1
2014-02-13,675.1
2014-02-14,670.29
2014-02-15,670.29
2014-02-16,670.29
2014-02-17,629.96
2014-02-18,629.96
2014-02-19,629.96
2014-02-20,563
2014-02-21,563
2014-02-22,563
2014-02-23,611.05
2014-02-24,611.05
2014-02-25,611.05
2014-02-26,585.21
2014-02-27,585.21
2014-02-28,585.21
2014-03-01,567.48
2014-03-02,567.48
2014-03-03,567.48
2014-03-04,673.28
2014-03-05,673.28
2014-03-06,673.28
2014-03-07,631.99
2014-03-08,631.99
2014-03-09,631.99
2014-03-10,629.33
2014-03-11,629.33
2014-03-12,629.33
2014-03-13,641.01
2014-03-14,641.01
2014-03-15,641.01
2014-03-16,634.99
2014-03-17,634.99
2014-03-18,634.99
2014-03-19,611.2
2014-03-20,611.2
2014-03-21,611.2
2014-03-22,563.01
2014-03-23,563.01
2014-03-24,563.01
2014-03-25,585.79
2014-03-26,585.79
2014-03-27,585.79
2014-03-28,499.6
2014-03-29,499.6
2014-03-30,499.6
2014-03-31,499.6
2014-04-01,457.49
2014-04-02,457.49
2014-04-03,457.49
2014-04-04,448.72
2014-04-05,448.72
2014-04-06,448.72
2014-04-07,458
2014-04-08,458
2014-04-09,458
2014-04-10,441.93
2014-04-11,441.93
2014-04-12,441.93
2014-04-13,423.37
2014-04-14,423.37
2014-04-15,423.37
2014-04-16,523
2014-04-17,523
2014-04-18,523
2014-04-19,482.11
2014-04-20,482.11
2014-04-21,482.11
2014-04-22,498.38
2014-04-23,498.38
2014-04-24,498.38
2014-04-25,502.15
2014-04-26,502.15
2014-04-27,502.15
2014-04-28,438.8
2014-04-29,438.8
2014-04-30,438.8
2014-05-01,452.03
2014-05-02,452.03
2014-05-03,452.03
2014-05-04,440
2014-05-05,440
2014-05-06,440
2014-05-07,428.01
2014-05-08,428.01
2014-05-09,428.01
2014-05-10,449
2014-05-11,449
2014-05-12,449
2014-05-13,442.45
2014-05-14,442.45
2014-05-15,442.45
2014-05-16,446.53
2014-05-17,446.53
2014-05-18,446.53
2014-05-19,446.89
2014-05-20,446.89
2014-05-21,446.89
2014-05-22,493.97
2014-05-23,493.97
2014-05-24,493.97
2014-05-25,527.91
2014-05-26,527.91
2014-05-27,527.91
2014-05-28,572.7
2014-05-29,572.7
2014-05-30,572.7
2014-05-31,621.3
2014-06-01,621.3
2014-06-02,621.3
2014-06-03,662
2014-06-04,662
2014-06-05,662
2014-06-06,661.48
2014-06-07,661.48
2014-06-08,661.48
2014-06-09,657.11
2014-06-10,657.11
2014-06-11,657.11
2014-06-12,624.97
2014-06-13,624.97
2014-06-14,624.97
2014-06-15,572.28
2014-06-16,572.28
2014-06-17,572.28
2014-06-18,608
2014-06-19,608
2014-06-20,608
2014-06-21,593.48
2014-06-22,593.48
2014-06-23,593.48
2014-06-24,588.25
2014-06-25,588.25
2014-06-26,588.25
2014-06-27,577.34
2014-06-28,577.34
2014-06-29,577.34
2014-06-30,599.99
2014-07-01,599.99
2014-07-02,599.99
2014-07-03,650.49
2014-07-04,650.49
2014-07-05,650.49
2014-07-06,631
2014-07-07,631
2014-07-08,631
2014-07-09,624.97
2014-07-10,624.97
2014-07-11,624.97
2014-07-12,634
2014-07-13,634
2014-07-14,634
2014-07-15,621.21
2014-07-16,621.21
2014-07-17,621.21
2014-07-18,625.8
2014-07-19,625.8
2014-07-20,625.8
2014-07-21,627
2014-07-22,627
2014-07-23,627
2014-07-24,620.43
2014-07-25,620.43
2014-07-26,620.43
2014-07-27,595.9
2014-07-28,595.9
2014-07-29,595.9
2014-07-30,585.5
2014-07-31,585.5
2014-08-01,585.5
2014-08-02,595.76
2014-08-03,595.76
2014-08-04,595.76
2014-08-05,588.5
2014-08-06,588.5
2014-08-07,588.5
2014-08-08,585.02
2014-08-09,585.02
2014-08-10,585.02
2014-08-11,590.74
2014-08-12,590.74
2014-08-13,590.74
2014-08-14,549.98
2014-08-15,549.98
2014-08-16,549.98
2014-08-17,523.88
2014-08-18,523.88
2014-08-19,523.88
2014-08-20,490
2014-08-21,490
2014-08-22,490
2014-08-23,515.69
2014-08-24,515.69
2014-08-25,515.69
2014-08-26,501.55
2014-08-27,501.55
2014-08-28,501.55
2014-08-29,506.61
2014-08-30,506.61
2014-08-31,506.61
2014-09-01,478.87
2014-09-02,478.87
2014-09-03,478.87
2014-09-04,474.5
2014-09-05,474.5
2014-09-06,474.5
2014-09-07,479.59
2014-09-08,479.59
2014-09-09,479.59
2014-09-10,473.35
2014-09-11,473.35
2014-09-12,473.35
2014-09-13,474.62
2014-09-14,474.62
2014-09-15,474.62
2014-09-16,470.83
2014-09-17,470.83
2014-09-18,470.83
2014-09-19,425.56
2014-09-20,425.56
2014-09-21,425.56
2014-09-22,401.15
2014-09-23,401.15
2014-09-24,401.15
2014-09-25,423.68
2014-09-26,423.68
2014-09-27,423.68
2014-09-28,400.39
2014-09-29,400.39
2014-09-30,400.39
2014-10-01,390.18
2014-10-02,390.18
2014-10-03,390.18
2014-10-04,358.9
2014-10-05,358.9
2014-10-06,358.9
2014-10-07,327.61
2014-10-08,327.61
2014-10-09,327.61
2014-10-10,363.61
2014-10-11,363.61
2014-10-12,363.61
2014-10-13,380.8
2014-10-14,380.8
2014-10-15,380.8
2014-10-16,394.84
2014-10-17,394.84
2014-10-18,394.84
2014-10-19,391
2014-10-20,391
2014-10-21,391
2014-10-22,385.89
2014-10-23,385.89
2014-10-24,385.89
2014-10-25,358.49
2014-10-26,358.49
2014-10-27,350.9
2014-10-28,350.9
2014-10-29,350.9
2014-10-30,345.3
2014-10-31,345.3
2014-11-01,345.3
2014-11-02,324.36
2014-11-03,324.36
2014-11-04,324.36
2014-11-05,338.63
2014-11-06,338.63
2014-11-07,338.63
2014-11-08,346.94
2014-11-09,346.94
2014-11-10,346.94
2014-11-11,369.41
2014-11-12,369.41
2014-11-13,369.41
2014-11-14,399.11
2014-11-15,399.11
2014-11-16,399.11
2014-11-17,388.87
2014-11-18,388.87
2014-11-19,388.87
2014-11-20,356.47
2014-11-21,356.47
2014-11-22,356.47
2014-11-23,367.12
2014-11-24,367.12
2014-11-25,367.12
2014-11-26,366.86
2014-11-27,366.86
2014-11-28,366.86
2014-11-29,375.59
2014-11-30,375.59
2014-12-01,375.59
2014-12-02,379.62
2014-12-03,379.62
2014-12-04,379.62
2014-12-05,376
2014-12-06,376
2014-12-07,376
2014-12-08,362.99
2014-12-09,362.99
2014-12-10,362.99
2014-12-11,348.97
2014-12-12,348.97
2014-12-13,348.97
2014-12-14,357.8
2014-12-15,357.8
2014-12-16,357.8
2014-12-17,321.34
2014-12-18,321.34
2014-12-19,321.34
2014-12-20,331.52
2014-12-21,331.52
2014-12-22,331.52
2014-12-23,336.95
2014-12-24,336.95
2014-12-25,336.95
2014-12-26,329.94
2014-12-27,329.94
2014-12-28,329.94
2014-12-29,313.4
2014-12-30,313.4
2014-12-31,313.4
2015-01-01,314.81
2015-01-02,314.81
2015-01-03,314.81
2015-01-04,263.17
2015-01-05,263.17
2015-01-06,263.17
2015-01-07,297.99
2015-01-08,297.99
2015-01-09,297.99
2015-01-10,275.97
2015-01-11,275.97
2015-01-12,275.97
2015-01-13,222
2015-01-14,222
2015-01-15,222
2015-01-16,208.13
2015-01-17,208.13
2015-01-18,208.13
2015-01-19,216.01
2015-01-20,216.01
2015-01-21,216.01
2015-01-22,233.51
2015-01-23,233.51
2015-01-24,233.51
2015-01-25,254.32
2015-01-26,254.32
2015-01-27,254.32
2015-01-28,236.2
2015-01-29,236.2
2015-01-30,236.2
2015-01-31,219.25
2015-02-01,219.25
2015-02-02,219.25
2015-02-03,227.53
2015-02-04,227.53
2015-02-05,227.53
2015-02-06,222.36
2015-02-07,222.36
2015-02-08,222.36
2015-02-09,219.93
2015-02-10,219.93
2015-02-11,219.93
2015-02-12,222.33
2015-02-13,222.33
2015-02-14,222.33
2015-02-15,234.18
2015-02-16,234.18
2015-02-17,234.18
2015-02-18,237.44
2015-02-19,237.44
2015-02-20,237.44
2015-02-21,245.41
2015-02-22,245.41
2015-02-23,245.41
2015-02-24,239.94
2015-02-25,239.94
2015-02-26,239.94
2015-02-27,252.11
2015-02-28,252.11
2015-03-01,252.11
2015-03-02,275.87
2015-03-03,275.87
2015-03-04,275.87
2015-03-05,273.11
2015-03-06,273.11
2015-03-07,273.11
2015-03-08,275
2015-03-09,275
2015-03-10,275
2015-03-11,296.56
2015-03-12,296.56
2015-03-13,296.56
2015-03-14,282.2
2015-03-15,282.2
2015-03-16,282.2
2015-03-17,284.48
2015-03-18,284.48
2015-03-19,284.48
2015-03-20,262.1
2015-03-21,262.1
2015-03-22,262.1
2015-03-23,265.99
2015-03-24,265.99
2015-03-25,265.99
2015-03-26,249.23
2015-03-27,249.23
2015-03-28,249.23
2015-03-29,249.23
2015-03-30,242.34
2015-03-31,242.34
2015-04-01,242.34
2015-04-02,246.49
2015-04-03,246.49
2015-04-04,246.49
2015-04-05,253.67
2015-04-06,253.67
2015-04-07,253.67
2015-04-08,253.9
2015-04-09,253.9
2015-04-10,253.9
2015-04-11,236
2015-04-12,236
2015-04-13,236
2015-04-14,223.01
2015-04-15,223.01
2015-04-16,223.01
2015-04-17,227.5
2015-04-18,227.5
2015-04-19,227.5
2015-04-20,222.61
2015-04-21,222.61
2015-04-22,222.61
2015-04-23,233.59
2015-04-24,233.59
2015-04-25,233.59
2015-04-26,226.29
2015-04-27,226.29
2015-04-28,226.29
2015-04-29,225.2
2015-04-30,225.2
2015-05-01,225.2
2015-05-02,230.97
2015-05-03,230.97
2015-05-04,230.97
2015-05-05,238.25
2015-05-06,238.25
2015-05-07,238.25
2015-05-08,237.16
2015-05-09,237.16
2015-05-10,237.16
2015-05-11,239.11
2015-05-12,239.11
2015-05-13,239.11
2015-05-14,235.97
2015-05-15,235.97
2015-05-16,235.97
2015-05-17,236.63
2015-05-18,236.63
2015-05-19,236.63
2015-05-20,231.4
2015-05-21,231.4
2015-05-22,231.4
2015-05-23,238.8
2015-05-24,238.8
2015-05-25,238.8
2015-05-26,235.59
2015-05-27,235.59
2015-05-28,235.59
2015-05-29,236.44
2015-05-30,236.44
2015-05-31,236.44
2015-06-01,228.34
2015-06-02,228.34
2015-06-03,228.34
2015-06-04,225.4
2015-06-05,225.4
2015-06-06,225.4
2015-06-07,224.99
2015-06-08,224.99
2015-06-09,224.99
2015-06-10,228.88
2015-06-11,228.88
2015-06-12,228.88
2015-06-13,229.6
2015-06-14,229.6
2015-06-15,229.6
2015-06-16,236
2015-06-17,236
2015-06-18,236
2015-06-19,248.26
2015-06-20,248.26
2015-06-21,248.26
2015-06-22,243.55
2015-06-23,243.55
2015-06-24,243.55
2015-06-25,240.2
2015-06-26,240.2
2015-06-27,240.2
2015-06-28,251.21
2015-06-29,251.21
2015-06-30,251.21
2015-07-01,262.43
2015-07-02,262.43
2015-07-03,262.43
2015-07-04,256.12
2015-07-05,256.12
2015-07-06,256.12
2015-07-07,268.53
2015-07-08,268.53
2015-07-09,268.53
2015-07-10,269
2015-07-11,269
2015-07-12,269
2015-07-13,310.55
2015-07-14,310.55
2015-07-15,310.55
2015-07-16,285.66
2015-07-17,285.66
2015-07-18,285.66
2015-07-19,276.74
2015-07-20,276.74
2015-07-21,276.74
2015-07-22,276.76
2015-07-23,276.76
2015-07-24,276.76
2015-07-25,289
2015-07-26,289
2015-07-27,289
2015-07-28,293.93
2015-07-29,293.93
2015-07-30,293.93
2015-07-31,288.45
2015-08-01,288.45
2015-08-02,288.45
2015-08-03,282.26
2015-08-04,282.26
2015-08-05,282.26
2015-08-06,281
2015-08-07,281
2015-08-08,281
2015-08-09,262.22
2015-08-10,262.22
2015-08-11,262.22
2015-08-12,270.98
2015-08-13,270.98
2015-08-14,270.98
2015-08-15,265.93
2015-08-16,265.93
2015-08-17,265.93
2015-08-18,256.66
2015-08-19,256.66
2015-08-20,256.66
2015-08-21,235.31
2015-08-22,235.31
2015-08-23,235.31
2015-08-24,228.14
2015-08-25,228.14
2015-08-26,228.14
2015-08-27,225.04
2015-08-28,225.04
2015-08-29,225.04
2015-08-30,229.63
2015-08-31,229.63
2015-09-01,229.63
2015-09-02,227.97
2015-09-03,227.97
2015-09-04,227.97
2015-09-05,230.73
2015-09-06,230.73
2015-09-07,230.73
2015-09-08,240.47
2015-09-09,240.47
2015-09-10,240.47
2015-09-11,238.81
2015-09-12,238.81
2015-09-13,238.81
2015-09-14,230
2015-09-15,230
2015-09-16,230
2015-09-17,228.33
2015-09-18,228.33
2015-09-19,228.33
2015-09-20,230.25
2015-09-21,230.25
2015-09-22,230.25
2015-09-23,230.42
2015-09-24,230.42
2015-09-25,230.42
2015-09-26,235.22
2015-09-27,235.22
2015-09-28,235.22
2015-09-29,239.14
2015-09-30,239.14
2015-10-01,239.14
2015-10-02,238.03
2015-10-03,238.03
2015-10-04,238.03
2015-10-05,238.4
2015-10-06,238.4
2015-10-07,238.4
2015-10-08,243.01
2015-10-09,243.01
2015-10-10,243.01
2015-10-11,245.72
2015-10-12,245.72
2015-10-13,245.72
2015-10-14,249.98
2015-10-15,249.98
2015-10-16,249.98
2015-10-17,262.26
2015-10-18,262.26
2015-10-19,262.26
2015-10-20,263.59
2015-10-21,263.59
2015-10-22,263.59
2015-10-23,274.35
2015-10-24,274.35
2015-10-25,282.8
2015-10-26,282.8
2015-10-27,282.8
2015-10-28,304.79
2015-10-29,304.79
2015-10-30,304.79
2015-10-31,310.18
2015-11-01,310.18
2015-11-02,310.18
2015-11-03,404.5
2015-11-04,404.5
2015-11-05,404.5
2015-11-06,373.69
2015-11-07,373.69
2015-11-08,373.69
2015-11-09,380.62
2015-11-10,380.62
2015-11-11,380.62
2015-11-12,340.81
2015-11-13,340.81
2015-11-14,340.81
2015-11-15,318.97
2015-11-16,318.97
2015-11-17,318.97
2015-11-18,333.66
2015-11-19,333.66
2015-11-20,333.66
2015-11-21,326.31
2015-11-22,326.31
2015-11-23,326.31
2015-11-24,319.64
2015-11-25,319.64
2015-11-26,319.64
2015-11-27,358
2015-11-28,358
2015-11-29,358
2015-11-30,377.27
2015-12-01,377.27
2015-12-02,377.27
2015-12-03,361.47
2015-12-04,361.47
2015-12-05,361.47
2015-12-06,387.3
2015-12-07,387.3
2015-12-08,387.3
2015-12-09,416.49
2015-12-10,416.49
2015-12-11,416.49
2015-12-12,436.2
2015-12-13,436.2
2015-12-14,436.2
2015-12-15,463.98
2015-12-16,463.98
2015-12-17,463.98
2015-12-18,463
2015-12-19,463
2015-12-20,463
2015-12-21,438.35
2015-12-22,438.35
2015-12-23,438.35
2015-12-24,456
2015-12-25,456
2015-12-26,456
2015-12-27,422.42
2015-12-28,422.42
2015-12-29,422.42
2015-12-30,428.23
2015-12-31,428.23
2016-01-01,428.23
2016-01-02,432.76
2016-01-03,432.76
2016-01-04,432.76
2016-01-05,432.43
2016-01-06,432.43
2016-01-07,432.43
2016-01-08,452.64
2016-01-09,452.64
2016-01-10,452.64
2016-01-11,447.98
2016-01-12,447.98
2016-01-13,447.98
2016-01-14,429.55
2016-01-15,429.55
2016-01-16,429.55
2016-01-17,380.16
2016-01-18,380.16
2016-01-19,380.16
2016-01-20,420.35
2016-01-21,420.35
2016-01-22,420.35
2016-01-23,385.09
2016-01-24,385.09
2016-01-25,385.09
2016-01-26,391.66
2016-01-27,391.66
2016-01-28,391.66
2016-01-29,378.18
2016-01-30,378.18
2016-01-31,378.18
2016-02-01,371.99
2016-02-02,371.99
2016-02-03,371.99
2016-02-04,388
2016-02-05,388
2016-02-06,388
2016-02-07,375
2016-02-08,375
2016-02-09,375
2016-02-10,379.14
2016-02-11,379.14
2016-02-12,379.14
2016-02-13,389.88
2016-02-14,389.88
2016-02-15,389.88
2016-02-16,407
2016-02-17,407
2016-02-18,407
2016-02-19,419.98
2016-02-20,419.98
2016-02-21,419.98
2016-02-22,436.76
2016-02-23,436.76
2016-02-24,436.76
2016-02-25,423.46
2016-02-26,423.46
2016-02-27,423.46
2016-02-28,431.89
2016-02-29,431.89
2016-03-01,431.89
2016-03-02,422.5
2016-03-03,422.5
2016-03-04,422.5
2016-03-05,399.17
2016-03-06,399.17
2016-03-07,399.17
2016-03-08,412.15
2016-03-09,412.15
2016-03-10,412.15
2016-03-11,420.11
2016-03-12,420.11
2016-03-13,420.11
2016-03-14,414.99
2016-03-15,414.99
2016-03-16,414.99
2016-03-17,418.49
2016-03-18,418.49
2016-03-19,418.49
2016-03-20,411.81
2016-03-21,411.81
2016-03-22,411.81
2016-03-23,417.96
2016-03-24,417.96
2016-03-25,417.96
2016-03-26,416.96
2016-03-27,416.96
2016-03-28,416.96
2016-03-29,416.96
2016-03-30,415.83
2016-03-31,415.83
2016-04-01,415.83
2016-04-02,416.31
2016-04-03,416.31
2016-04-04,416.31
2016-04-05,419.71
2016-04-06,419.71
2016-04-07,419.71
2016-04-08,419.95
2016-04-09,419.95
2016-04-10,419.95
2016-04-11,420.75
2016-04-12,420.75
2016-04-13,420.75
2016-04-14,423.87
2016-04-15,423.87
2016-04-16,423.87
2016-04-17,430.58
2016-04-18,430.58
2016-04-19,430.58
2016-04-20,435.95
2016-04-21,435.95
2016-04-22,435.95
2016-04-23,447.7
2016-04-24,447.7
2016-04-25,447.7
2016-04-26,462.5
2016-04-27,462.5
2016-04-28,462.5
2016-04-29,449.98
2016-04-30,449.98
2016-05-01,449.98
